miRNA_Acc.,Target_Genes,Total_Interactions,Mean_Expectation,Median_Expectation,Minimum_Expectation,Interactions_LE_1,Interactions_LE_2,Interactions_LE_3,Cleavage_Interactions,Translation_Repression_Interactions
cpa-miR160a,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
cpa-miR160b,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
cpa-miR160c-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
cpa-miR160e,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
cpa-miR160f-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
esi-miR3453-3p,63,63,4.595238095238095,4.5,3.0,0,0,1,57,6
far-miR160,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
ghr-miR7490,63,63,4.492063492063492,4.5,3.0,0,0,2,50,13
gma-miR1520a,63,63,4.527777777777778,4.5,2.0,0,1,3,54,9
gma-miR160a-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
gma-miR160f,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
gra-miR7492o,63,63,4.476190476190476,4.5,3.0,0,0,3,52,11
mdm-miR160a,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
mdm-miR160b,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
mdm-miR160c,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
mdm-miR160d,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
mdm-miR160e,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
mdm-miR393d,63,63,4.555555555555555,4.5,3.5,0,0,0,48,15
mdm-miR393e,63,63,4.555555555555555,4.5,3.5,0,0,0,48,15
mdm-miR393f,63,63,4.555555555555555,4.5,3.5,0,0,0,48,15
mes-miR160a,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
mes-miR160b,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
mes-miR160d,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
mtr-miR160a,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
mtr-miR160b,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
mtr-miR160d,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
mtr-miR160e,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
mtr-miR5214-3p,63,63,4.492063492063492,4.5,3.0,0,0,2,47,16
nta-miR160a,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
nta-miR160b,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
nta-miR160c,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
osa-miR160a-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
osa-miR160b-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
osa-miR160c-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
osa-miR160d-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
osa-miR2879,63,63,4.396825396825397,4.5,2.0,0,2,3,50,13
osa-miR438,63,63,4.658730158730159,5.0,3.5,0,0,0,53,10
pab-miR160a,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
pab-miR160b,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
ppt-miR160a,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
ppt-miR160e,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
ppt-miR160f,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
ptc-miR160a,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
ptc-miR160b-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
ptc-miR160c-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
ptc-miR160d,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
ptc-miR171k,63,63,4.4603174603174605,4.5,1.0,1,1,1,43,20
rco-miR160a,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
rco-miR160b,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
sbi-miR160a,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
sbi-miR160b,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
sbi-miR160c,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
sbi-miR160d,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
sbi-miR160e,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
sly-miR160a,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
smo-miR160a,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
smo-miR160b,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
stu-miR160a-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
stu-miR160b,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
tae-miR160,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
tae-miR5062-5p,63,63,4.611111111111111,4.5,3.5,0,0,0,52,11
tcc-miR160b,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
ttu-miR160,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
vun-miR160,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
vvi-miR160c,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
vvi-miR160d,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
vvi-miR160e,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
zma-miR160a-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
zma-miR160b-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
zma-miR160c-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
zma-miR160d-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
zma-miR160e,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
zma-miR160g-5p,63,63,4.079365079365079,4.5,0.0,6,6,8,46,17
gra-miR8669,62,81,4.191358024691358,4.5,2.5,0,0,1,73,8
bra-miR164e-3p,62,68,4.647058823529412,5.0,2.5,0,0,2,53,15
bdi-miR7723b-5p,62,64,4.4296875,4.5,2.5,0,0,3,52,12
ghr-miR7500,62,64,4.4296875,4.5,2.5,0,0,2,58,6
nta-miR6161a,62,64,4.4453125,4.5,3.0,0,0,5,58,6
nta-miR6161b,62,64,4.4453125,4.5,3.0,0,0,5,58,6
ppt-miR160b,62,64,4.3671875,4.75,1.0,2,6,7,48,16
ppt-miR160i,62,64,4.3671875,4.75,1.0,2,6,7,48,16
stu-miR7994a,62,64,4.34375,4.5,2.0,0,2,5,61,3
stu-miR7994b-3p,62,64,4.34375,4.5,2.0,0,2,5,61,3
ata-miR6201-5p,62,63,4.492063492063492,4.5,3.5,0,0,0,54,9
bdi-miR7718-5p,62,63,4.484126984126984,4.5,3.0,0,0,1,46,17
bdi-miR7780-3p,62,63,4.492063492063492,4.5,3.0,0,0,2,55,8
gma-miR4399,62,63,4.634920634920635,4.5,3.0,0,0,1,53,10
gra-miR8665,62,63,4.436507936507937,4.5,3.0,0,0,5,56,7
hvu-miR5049c,62,63,4.626984126984127,5.0,3.5,0,0,0,60,3
hvu-miR6201,62,63,4.492063492063492,4.5,3.5,0,0,0,54,9
rgl-miR5578,62,63,4.365079365079365,4.5,2.5,0,0,4,55,8
sbi-miR6233-5p,62,63,4.484126984126984,4.5,3.0,0,0,3,52,11
stu-miR8003,62,63,4.420634920634921,4.5,2.0,0,1,4,44,19
stu-miR8031,62,63,4.611111111111111,4.5,3.0,0,0,1,55,8
tae-miR6201,62,63,4.492063492063492,4.5,3.5,0,0,0,54,9
aqu-miR-2019-3p,62,62,4.435483870967742,4.5,3.0,0,0,2,53,9
bdi-miR5181a-3p,62,62,4.701612903225806,5.0,3.5,0,0,0,58,4
bdi-miR7748a-5p,62,62,4.475806451612903,4.5,2.0,0,1,2,52,10
cca-miR6105a,62,62,4.370967741935484,4.5,2.0,0,1,3,49,13
gma-miR4380a,62,62,4.387096774193548,4.5,2.5,0,0,3,51,11
gma-miR4393a,62,62,4.32258064516129,4.5,2.5,0,0,3,54,8
gma-miR4416a,62,62,4.798387096774194,5.0,4.0,0,0,0,59,3
gra-miR8639a,62,62,4.169354838709677,4.5,3.0,0,0,8,55,7
gra-miR8639b,62,62,4.169354838709677,4.5,3.0,0,0,8,55,7
gra-miR8639c,62,62,4.169354838709677,4.5,3.0,0,0,8,55,7
gra-miR8639d,62,62,4.169354838709677,4.5,3.0,0,0,8,55,7
gra-miR8639e,62,62,4.169354838709677,4.5,3.0,0,0,8,55,7
gra-miR8639f,62,62,4.169354838709677,4.5,3.0,0,0,8,55,7
gra-miR8639g,62,62,4.169354838709677,4.5,3.0,0,0,8,55,7
gra-miR8639h,62,62,4.169354838709677,4.5,3.0,0,0,8,55,7
gra-miR8639i,62,62,4.169354838709677,4.5,3.0,0,0,8,55,7
gra-miR8698,62,62,4.645161290322581,5.0,3.0,0,0,2,48,14
gra-miR8732,62,62,4.435483870967742,4.5,2.5,0,0,5,54,8
hme-miR-6312-3p,62,62,4.508064516129032,4.5,3.5,0,0,0,54,8
mtr-miR5268a,62,62,4.419354838709677,4.5,2.0,0,1,3,48,14
mtr-miR5268b,62,62,4.419354838709677,4.5,2.0,0,1,3,48,14
mtr-miR5287a,62,62,4.5,4.5,1.5,0,1,2,50,12
osa-miR814a,62,62,4.588709677419355,4.5,3.5,0,0,0,55,7
osa-miR814b,62,62,4.588709677419355,4.5,3.5,0,0,0,55,7
osa-miR814c,62,62,4.588709677419355,4.5,3.5,0,0,0,55,7
ppt-miR1221-3p,62,62,4.411290322580645,4.5,2.5,0,0,2,44,18
sbi-miR6224a-5p,62,62,4.661290322580645,5.0,3.0,0,0,1,48,14
sbi-miR6224b-5p,62,62,4.661290322580645,5.0,3.0,0,0,1,48,14
sbi-miR6224c-5p,62,62,4.661290322580645,5.0,3.0,0,0,1,48,14
sly-miR169e-5p,62,62,4.387096774193548,4.5,2.0,0,1,3,50,12
sly-miR4376,62,62,4.435483870967742,4.5,2.5,0,0,6,55,7
sly-miR9469-5p,62,62,4.467741935483871,4.5,2.5,0,0,3,48,14
smo-miR1083,62,62,4.629032258064516,5.0,3.0,0,0,1,51,11
tae-miR1120a,62,62,4.379032258064516,4.5,3.0,0,0,2,56,6
vvi-miR3627-3p,62,62,4.435483870967742,4.5,2.0,0,1,3,53,9
zma-miR156j-3p,62,62,4.395161290322581,4.5,3.0,0,0,2,51,11
zma-miR160f-3p,62,62,4.620967741935484,4.5,3.5,0,0,0,57,5
gma-miR5380a,61,64,4.40625,4.5,3.0,0,0,3,49,15
gma-miR5380b,61,64,4.40625,4.5,3.0,0,0,3,49,15
gra-miR7494c,61,64,4.25,4.5,2.0,0,1,4,56,8
gra-miR8692,61,63,4.507936507936508,4.5,2.5,0,0,4,37,26
aly-miR168a-3p,61,62,4.516129032258065,4.5,3.0,0,0,1,56,6
aly-miR171a-3p,61,62,4.532258064516129,4.5,0.0,1,1,2,43,19
ata-miR9783-5p,61,62,4.419354838709677,4.5,2.5,0,0,1,52,10
ath-miR168a-3p,61,62,4.516129032258065,4.5,3.0,0,0,1,56,6
ath-miR171a-3p,61,62,4.532258064516129,4.5,0.0,1,1,2,43,19
bdi-miR171a,61,62,4.532258064516129,4.5,0.0,1,1,2,43,19
bdi-miR7780-5p,61,62,4.411290322580645,4.5,3.0,0,0,1,54,8
bna-miR171f,61,62,4.532258064516129,4.5,0.0,1,1,2,43,19
bra-miR168b-3p,61,62,4.516129032258065,4.5,3.0,0,0,1,56,6
bra-miR168c-3p,61,62,4.516129032258065,4.5,3.0,0,0,1,56,6
bra-miR171e,61,62,4.532258064516129,4.5,0.0,1,1,2,43,19
ccl-miR171,61,62,4.532258064516129,4.5,0.0,1,1,2,43,19
cme-miR171a,61,62,4.532258064516129,4.5,0.0,1,1,2,43,19
cme-miR171e,61,62,4.532258064516129,4.5,0.0,1,1,2,43,19
cme-miR171g,61,62,4.532258064516129,4.5,0.0,1,1,2,43,19
gra-miR7504g,61,62,4.354838709677419,4.5,3.0,0,0,3,48,14
hvu-miR6199,61,62,4.403225806451613,4.5,2.5,0,0,4,55,7
mdm-miR171c,61,62,4.532258064516129,4.5,0.0,1,1,2,43,19
mdm-miR171d,61,62,4.532258064516129,4.5,0.0,1,1,2,43,19
mdm-miR171e,61,62,4.532258064516129,4.5,0.0,1,1,2,43,19
mtr-miR168c-3p,61,62,4.516129032258065,4.5,3.0,0,0,1,56,6
osa-miR171a,61,62,4.532258064516129,4.5,0.0,1,1,2,43,19
osa-miR5082,61,62,4.435483870967742,4.5,2.5,0,0,5,59,3
ppt-miR898a-3p,61,62,4.637096774193548,5.0,3.0,0,0,1,53,9
ptc-miR168a-3p,61,62,4.516129032258065,4.5,3.0,0,0,1,56,6
ptc-miR168b-3p,61,62,4.516129032258065,4.5,3.0,0,0,1,56,6
sbi-miR171g,61,62,4.532258064516129,4.5,0.0,1,1,2,43,19
sbi-miR171j,61,62,4.532258064516129,4.5,0.0,1,1,2,43,19
sly-miR168b-3p,61,62,4.516129032258065,4.5,3.0,0,0,1,56,6
smo-miR1103-5p,61,62,4.491935483870968,5.0,1.5,0,2,3,40,22
stu-miR7990a,61,62,4.32258064516129,4.5,2.0,0,1,3,51,11
tcc-miR171a,61,62,4.532258064516129,4.5,0.0,1,1,2,43,19
vvi-miR171e,61,62,4.532258064516129,4.5,0.0,1,1,2,43,19
zma-miR171n-3p,61,62,4.532258064516129,4.5,0.0,1,1,2,43,19
ath-miR167c-3p,61,61,4.385245901639344,4.5,3.0,0,0,3,49,12
ath-miR851-5p,61,61,4.622950819672131,4.5,3.0,0,0,1,46,15
bdi-miR7708b-3p,61,61,4.5,4.5,3.0,0,0,1,56,5
gma-miR2109-3p,61,61,4.614754098360656,5.0,3.0,0,0,1,59,2
gma-miR4393b,61,61,4.286885245901639,4.5,1.5,0,2,3,47,14
gra-miR8716,61,61,4.401639344262295,4.5,2.5,0,0,3,54,7
nta-miR482d,61,61,4.295081967213115,4.5,2.0,0,1,6,55,6
osa-miR1319a,61,61,4.352459016393443,4.5,3.0,0,0,4,49,12
osa-miR1423-3p,61,61,4.663934426229508,5.0,3.0,0,0,1,46,15
osa-miR1865-3p,61,61,4.491803278688525,4.5,3.0,0,0,4,48,13
smo-miR1085-5p,61,61,4.60655737704918,5.0,2.5,0,0,2,49,12
bdi-miR7712-3p,60,63,4.2063492063492065,4.0,2.5,0,0,4,51,12
gra-miR8786a,60,63,4.357142857142857,4.5,2.0,0,1,4,53,10
gra-miR8786b,60,63,4.357142857142857,4.5,2.0,0,1,4,53,10
tae-miR1134,60,63,4.0476190476190474,4.0,1.0,1,2,12,61,2
aqu-miR-2014-5p,60,62,4.588709677419355,4.75,3.5,0,0,0,44,18
ptc-miR6424,60,62,4.556451612903226,4.5,2.5,0,0,2,47,15
stu-miR7980a,60,62,4.362903225806452,4.5,2.5,0,0,5,40,22
aly-miR852-3p,60,61,4.631147540983607,4.5,3.5,0,0,0,44,17
ata-miR167e-3p,60,61,4.377049180327869,4.5,3.0,0,0,1,57,4
bdi-miR395d-5p,60,61,4.565573770491803,4.5,2.5,0,0,3,47,14
gma-miR4383,60,61,4.475409836065574,4.5,2.0,0,1,4,54,7
hvu-miR1120,60,61,4.39344262295082,4.5,3.0,0,0,2,48,13
osa-miR167c-3p,60,61,4.377049180327869,4.5,3.0,0,0,1,57,4
osa-miR2102-5p,60,61,4.459016393442623,4.5,3.0,0,0,1,54,7
osa-miR5484,60,61,4.532786885245901,4.5,2.0,0,1,3,47,14
ppt-miR1076-3p,60,61,4.540983606557377,4.5,3.0,0,0,4,38,23
stu-miR7984d-5p,60,61,4.401639344262295,4.5,2.5,0,0,3,54,7
ath-miR5026,60,60,4.683333333333334,4.5,4.0,0,0,0,53,7
bdi-miR7711-3p.3,60,60,4.216666666666667,4.25,3.0,0,0,4,52,8
bdi-miR7711-5p.3,60,60,4.391666666666667,4.5,2.5,0,0,3,47,13
bdi-miR7715-3p,60,60,4.383333333333334,4.5,3.0,0,0,5,49,11
bdi-miR7778-3p,60,60,4.533333333333333,4.5,3.0,0,0,4,46,14
cre-miR1144a.2,60,60,4.466666666666667,4.5,2.0,0,1,6,51,9
ghr-miR7506,60,60,4.433333333333334,4.5,2.5,0,0,3,45,15
gma-miR4347,60,60,4.275,4.5,3.0,0,0,4,21,39
hme-miR-993,60,60,4.516666666666667,4.5,2.0,0,1,1,48,12
mtr-miR1509b,60,60,4.591666666666667,4.5,3.5,0,0,0,51,9
mtr-miR2653a,60,60,4.525,4.5,3.5,0,0,0,49,11
mtr-miR2653b,60,60,4.525,4.5,3.5,0,0,0,49,11
mtr-miR2653c,60,60,4.525,4.5,3.5,0,0,0,49,11
mtr-miR2653d,60,60,4.525,4.5,3.5,0,0,0,49,11
mtr-miR5560-5p,60,60,4.65,5.0,2.5,0,0,1,47,13
osa-miR5814,60,60,4.308333333333334,4.5,2.0,0,1,5,48,12
osa-miR810a,60,60,4.4125,4.5,2.5,0,0,5,47,13
ptc-miR398c-5p,60,60,4.616666666666666,5.0,3.5,0,0,0,51,9
ptc-miR6450b,60,60,4.533333333333333,4.75,3.0,0,0,4,52,8
ptc-miR7831,60,60,4.558333333333334,4.75,3.0,0,0,2,49,11
sbi-miR6219-3p,60,60,4.358333333333333,4.5,3.0,0,0,3,52,8
stu-miR398b-5p,60,60,4.55,4.5,3.0,0,0,1,50,10
stu-miR399i-5p,60,60,4.691666666666666,5.0,3.0,0,0,3,51,9
pti-miR5474,59,63,4.714285714285714,5.0,3.5,0,0,0,54,9
vvi-miR3634-3p,59,63,4.642857142857143,5.0,3.0,0,0,2,48,15
ath-miR840-5p,59,61,4.327868852459017,4.5,2.5,0,0,5,54,7
gra-miR8771c,59,61,4.270491803278689,4.5,2.0,0,1,7,52,9
ptc-miR482d-3p,59,61,4.131147540983607,4.5,2.0,0,2,9,57,4
stu-miR8001b-3p,59,61,4.377049180327869,4.5,2.5,0,0,2,45,16
ath-miR156f-3p,59,60,4.666666666666667,5.0,3.0,0,0,1,53,7
bdi-miR7727-3p,59,60,4.541666666666667,4.5,3.5,0,0,0,54,6
bdi-miR7779-3p,59,60,4.45,4.5,2.5,0,0,1,46,14
bra-miR9569-3p,59,60,4.416666666666667,4.5,2.5,0,0,5,54,6
gma-miR1516c,59,60,4.45,4.5,3.0,0,0,1,54,6
gma-miR4364b,59,60,4.483333333333333,5.0,2.5,0,0,5,51,9
gma-miR9757,59,60,4.375,4.5,2.5,0,0,2,54,6
osa-miR2100-3p,59,60,4.425,4.5,3.0,0,0,4,53,7
osa-miR5831,59,60,4.55,5.0,2.5,0,0,2,52,8
stu-miR7992-5p,59,60,4.35,4.5,3.0,0,0,1,43,17
ata-miR6201-3p,59,59,4.52542372881356,4.5,2.5,0,0,1,48,11
esi-miR3464-3p,59,59,4.432203389830509,4.5,1.5,0,1,1,32,27
ghr-miR7504a,59,59,4.322033898305085,4.5,0.0,1,1,2,51,8
gra-miR8704,59,59,4.398305084745763,4.5,2.5,0,0,5,53,6
gra-miR8756,59,59,4.3474576271186445,4.5,3.0,0,0,6,45,14
hvu-miR6213,59,59,4.661016949152542,5.0,3.0,0,0,1,39,20
osa-miR2091-3p,59,59,4.567796610169491,4.5,3.0,0,0,2,47,12
osa-miR5539a,59,59,4.6525423728813555,5.0,3.0,0,0,2,51,8
osa-miR5539b,59,59,4.6525423728813555,5.0,3.0,0,0,2,51,8
osa-miR7693-3p,59,59,4.516949152542373,4.5,3.5,0,0,0,47,12
sly-miR5304,59,59,4.491525423728813,4.5,3.0,0,0,3,47,12
sly-miR9478-5p,59,59,4.61864406779661,5.0,2.0,0,1,2,51,8
zma-miR160d-3p,59,59,4.52542372881356,4.5,3.0,0,0,4,51,8
zma-miR167c-3p,59,59,4.38135593220339,4.5,2.5,0,0,2,51,8
zma-miR171c-3p,59,59,4.601694915254237,5.0,2.0,0,1,3,41,18
zma-miR171m-5p,59,59,4.5,4.5,3.0,0,0,1,48,11
ath-miR777,58,60,4.525,4.5,3.0,0,0,1,47,13
cpa-miR8142,58,60,4.433333333333334,4.5,3.5,0,0,0,44,16
gma-miR5670b,58,60,4.158333333333333,4.5,1.5,0,3,5,42,18
bdi-miR1135,58,59,4.3474576271186445,4.5,3.0,0,0,2,51,8
bdi-miR7744-5p,58,59,4.432203389830509,4.5,3.0,0,0,1,52,7
csi-miR160,58,59,4.220338983050848,4.5,0.0,6,6,8,44,15
gma-miR1528,58,59,4.466101694915254,4.5,2.0,0,1,4,48,11
gma-miR4366,58,59,4.47457627118644,4.5,3.0,0,0,1,49,10
gma-miR4387b,58,59,4.398305084745763,4.5,2.5,0,0,3,52,7
gma-miR4398,58,59,4.338983050847458,4.5,2.5,0,0,4,51,8
gma-miR5673,58,59,4.72457627118644,5.0,3.0,0,0,2,36,23
gra-miR8689,58,59,4.466101694915254,4.5,3.0,0,0,3,43,16
osa-miR1863a,58,59,4.186440677966102,4.5,2.0,0,1,6,45,14
ath-miR837-3p,58,58,4.5344827586206895,4.5,3.0,0,0,1,45,13
ath-miR841b-5p,58,58,4.612068965517241,4.5,3.0,0,0,1,41,17
bdi-miR9493,58,58,4.5,4.5,3.0,0,0,2,46,12
bna-miR6031,58,58,4.422413793103448,4.5,2.5,0,0,4,49,9
gma-miR1520f-3p,58,58,4.422413793103448,4.5,2.0,0,1,4,47,11
gma-miR4372b,58,58,4.422413793103448,4.5,3.0,0,0,2,48,10
gma-miR5774a,58,58,4.612068965517241,4.5,3.5,0,0,0,49,9
gma-miR5774b,58,58,4.612068965517241,4.5,3.5,0,0,0,49,9
hvu-miR6203,58,58,4.487068965517241,4.5,3.0,0,0,2,44,14
osa-miR1875,58,58,4.2844827586206895,4.5,1.5,0,1,2,47,11
sbi-miR6225-5p,58,58,4.405172413793103,4.5,2.5,0,0,5,50,8
sly-miR9471a-5p,58,58,4.646551724137931,5.0,1.5,0,1,2,37,21
stu-miR8008a,58,58,4.413793103448276,4.5,3.0,0,0,4,48,10
stu-miR8009,58,58,4.413793103448276,4.5,3.0,0,0,4,48,10
gar-miR2947,57,62,4.508064516129032,4.5,2.5,0,0,1,49,13
stu-miR8005b-5p,57,60,4.341666666666667,4.5,3.0,0,0,5,50,10
hvu-miR6193,57,59,4.5423728813559325,4.5,3.5,0,0,0,44,15
osa-miR5815,57,59,4.296610169491525,4.5,1.5,0,1,6,49,10
aly-miR851-3p,57,58,4.301724137931035,4.5,3.0,0,0,4,47,11
aqu-miR-2017-3p,57,58,4.5344827586206895,4.75,3.0,0,0,4,43,15
cpa-miR8149,57,58,4.586206896551724,4.5,2.5,0,0,1,50,8
gma-miR4371a,57,58,4.301724137931035,4.5,2.5,0,0,5,41,17
gma-miR5765,57,58,4.646551724137931,5.0,3.5,0,0,0,47,11
gma-miR9751,57,58,4.379310344827586,4.5,2.5,0,0,2,52,6
gma-miR9767,57,58,4.474137931034483,4.5,3.5,0,0,0,49,9
gra-miR8738a,57,58,4.517241379310345,4.5,3.0,0,0,4,47,11
gra-miR8738b,57,58,4.517241379310345,4.5,3.0,0,0,4,47,11
aly-miR398c-3p,57,57,4.62280701754386,4.5,4.0,0,0,0,48,9
bdi-miR7737-3p,57,57,4.4035087719298245,4.5,2.5,0,0,3,46,11
cca-miR6108d,57,57,4.473684210526316,4.5,3.0,0,0,1,49,8
cre-miR1143-5p,57,57,4.780701754385965,5.0,4.0,0,0,0,44,13
gma-miR4345,57,57,4.56140350877193,4.5,3.5,0,0,0,42,15
gra-miR8757a,57,57,4.368421052631579,4.5,2.0,0,2,3,52,5
mtr-miR5271a,57,57,4.4035087719298245,4.5,3.0,0,0,2,50,7
mtr-miR5271b,57,57,4.4035087719298245,4.5,3.0,0,0,2,50,7
mtr-miR5271c,57,57,4.4035087719298245,4.5,3.0,0,0,2,50,7
mtr-miR5271d,57,57,4.4035087719298245,4.5,3.0,0,0,2,50,7
mtr-miR5271e,57,57,4.4035087719298245,4.5,3.0,0,0,2,50,7
osa-miR5800,57,57,4.517543859649122,4.5,3.0,0,0,1,45,12
pab-miR950-5p,57,57,4.491228070175438,4.5,3.0,0,0,1,48,9
rgl-miR7803a,57,57,4.482456140350878,4.5,3.5,0,0,0,49,8
sbi-miR6217a-3p,57,57,4.5,4.5,2.5,0,0,3,44,13
sbi-miR6217b-3p,57,57,4.5,4.5,2.5,0,0,3,44,13
sbi-miR6235-5p,57,57,4.394736842105263,4.5,2.5,0,0,4,46,11
stu-miR8005a,57,57,4.605263157894737,5.0,3.0,0,0,1,33,24
stu-miR8005b-3p,57,57,4.605263157894737,5.0,3.0,0,0,1,33,24
stu-miR8005c,57,57,4.605263157894737,5.0,3.0,0,0,1,33,24
osa-miR531a,56,63,4.484126984126984,4.5,3.0,0,0,5,57,6
osa-miR531c,56,63,4.484126984126984,4.5,3.0,0,0,5,57,6
hme-miR-10,56,61,4.30327868852459,4.5,2.5,0,0,7,52,9
bdi-miR7726a-3p,56,58,4.258620689655173,4.5,2.5,0,0,5,49,9
osa-miR1872,56,58,4.482758620689655,4.5,3.0,0,0,1,48,10
stu-miR8001a,56,58,4.379310344827586,4.5,2.0,0,1,6,47,11
aly-miR4237,56,57,4.552631578947368,4.5,3.0,0,0,1,46,11
ata-miR5084-5p,56,57,4.385964912280702,4.5,2.5,0,0,4,49,8
cme-miR845,56,57,4.535087719298246,4.5,3.5,0,0,0,46,11
esi-miR3454g-5p,56,57,4.517543859649122,4.5,3.0,0,0,1,43,14
gra-miR8673,56,57,4.359649122807017,4.5,3.0,0,0,3,47,10
gra-miR8674c,56,57,4.254385964912281,4.5,2.5,0,0,3,48,9
hme-miR-279a,56,57,4.508771929824562,4.5,3.0,0,0,2,48,9
mtr-miR2199,56,57,4.657894736842105,5.0,3.5,0,0,0,48,9
osa-miR2921,56,57,4.2894736842105265,4.5,1.5,0,1,5,47,10
osa-miR5802,56,57,4.5,4.5,3.0,0,0,1,39,18
aly-miR822-3p,56,56,4.6875,5.0,3.0,0,0,1,42,14
bdi-miR5163b-5p,56,56,4.553571428571429,4.5,3.0,0,0,1,49,7
bdi-miR7730-5p,56,56,4.464285714285714,4.5,3.0,0,0,1,35,21
gra-miR7484k,56,56,4.294642857142857,4.5,2.0,0,2,7,29,27
gra-miR7504e,56,56,4.357142857142857,4.5,3.0,0,0,4,35,21
gra-miR7504f,56,56,4.357142857142857,4.5,3.0,0,0,4,35,21
gra-miR8743c,56,56,4.214285714285714,4.5,2.5,0,0,5,43,13
gra-miR8743d,56,56,4.214285714285714,4.5,2.5,0,0,5,43,13
gra-miR8743e,56,56,4.214285714285714,4.5,2.5,0,0,5,43,13
mtr-miR2639,56,56,4.633928571428571,5.0,3.5,0,0,0,37,19
mtr-miR5269a,56,56,4.330357142857143,4.5,3.0,0,0,4,49,7
nta-miR6149a,56,56,4.705357142857143,5.0,3.5,0,0,0,44,12
nta-miR6149b,56,56,4.705357142857143,5.0,3.5,0,0,0,44,12
osa-miR5792,56,56,4.4375,4.5,2.5,0,0,4,51,5
osa-miR5805,56,56,4.5,4.5,2.5,0,0,2,49,7
stu-miR7990b,56,56,4.428571428571429,4.5,2.5,0,0,2,44,12
tae-miR1139,56,56,4.5625,4.5,3.5,0,0,0,40,16
zma-miR168a-3p,56,56,4.5625,4.5,3.5,0,0,0,46,10
bdi-miR7716-5p,55,58,4.431034482758621,4.5,3.0,0,0,1,42,16
cpa-miR8148,55,57,4.447368421052632,4.5,3.0,0,0,4,48,9
ghr-miR7486a,55,57,4.464912280701754,4.5,2.5,0,0,4,46,11
ghr-miR7486b,55,57,4.464912280701754,4.5,2.5,0,0,4,46,11
lja-miR7518,55,57,4.631578947368421,5.0,3.5,0,0,0,49,8
stu-miR8034,55,57,4.478070175438597,4.5,2.5,0,0,2,44,13
