id	gene_id	contig	start	end	strand	metabolite_category	description	gos	kegg_pathway
2093	CcGene_22937	CcContig_027612	1025	1884	-	Flavonoids & Phenylpropanoids	5355.1oxoglutarate-dependent flavonoid 7-O-demethylase 1-like [Apium graveolens]	GO:0005506, GO:0016706	-
2094	CcGene_22977	CcContig_098443	11533	19702	-	Secondary Metabolite	Belongs to the cytochrome P450 family	GO:0016740	ko00140,ko00905,ko00943,ko01100,ko01110,ko04913,ko04917,ko04927,ko04934,map00140,map00905,map00943,map01100,map01110,map04913,map04917,map04927,map04934
2095	CcGene_23028	CcContig_098261	142776	144359	-	Terpenoid Biosynthesis	BBO53955.1sesquiterpene synthase 2 [Angelica keiskei]	GO:0000287, GO:0010333	-
2096	CcGene_23145	CcContig_144280	40801	44720	-	Secondary Metabolite	6720.2WEB family protein At3g02930, chloroplastic [Daucus carota subsp. sativus]	GO:0007131	-
2097	CcGene_23167	CcContig_048527	28901	48890	-	Secondary Metabolite	KAL1813356.1hypothetical protein ACET3Z_023421 [Daucus carota]	GO:0003723, GO:0036396	-
2098	CcGene_23190	CcContig_094259	18499	20205	-	Secondary Metabolite	4270.1abscisic acid 8'-hydroxylase 3 [Daucus carota subsp. sativus]	GO:0004497, GO:0005506, GO:0007275, GO:0010268, GO:0016125, GO:0016132, GO:0016705, GO:0020037	-
2099	CcGene_23398	CcContig_135618	35658	37849	-	Secondary Metabolite	3443.1cytochrome P450 86B1 [Daucus carota subsp. sativus]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2100	CcGene_23403	CcContig_003644	15595	16569	+	Secondary Metabolite	pfkB family carbohydrate kinase	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2101	CcGene_23444	CcContig_106238	31070	34300	+	Secondary Metabolite	KAK1364284.1Cytochrome P450, family 87, subfamily A, polypeptide 2 [Heracleum sosnowskyi]	GO:0004497, GO:0005506, GO:0007275, GO:0010268, GO:0016125, GO:0016132, GO:0016705, GO:0020037	-
2102	CcGene_23513	CcContig_142217	80296	81975	-	Secondary Metabolite	KAK1384886.1Geraniol 8-hydroxylase [Heracleum sosnowskyi]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2103	CcGene_23530	CcContig_004641	6917	9749	-	Terpenoid Biosynthesis	8549.1terpene synthase 10 [Daucus carota subsp. sativus]	GO:0000287, GO:0010333, GO:0016102	-
2104	CcGene_23553	CcContig_121695	11081	12371	+	Alkaloid Biosynthesis	KAK1388043.1putative alkaloid synthase/Surface mucin Hemomucin [Heracleum sosnowskyi]	GO:0009058, GO:0012505, GO:0016844	-
2105	CcGene_23597	CcContig_133279	36520	38059	-	Secondary Metabolite	KAL1824946.1hypothetical protein ACET3Z_011724 [Daucus carota]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2106	CcGene_23672	CcContig_108469	19535	20873	+	Terpenoid Biosynthesis	AZL40027.1sesquiterpene synthase [Thapsia laciniata]	GO:0000287, GO:0010333	-
2107	CcGene_23673	CcContig_108469	24682	26091	-	Terpenoid Biosynthesis	AZL40027.1sesquiterpene synthase [Thapsia laciniata]	GO:0000287, GO:0010333	-
2108	CcGene_23825	CcContig_137287	16592	18649	-	Secondary Metabolite	KAK1391098.13,9-dihydroxypterocarpan 6A-monooxygenase [Heracleum sosnowskyi]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2109	CcGene_23839	CcContig_094551	2326	3329	-	Secondary Metabolite	4377.1cytochrome P450 CYP82D47 [Daucus carota subsp. sativus]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2110	CcGene_23850	CcContig_133410	58313	60181	+	Secondary Metabolite	8901.1cytochrome P450 84A1 [Daucus carota subsp. sativus]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2111	CcGene_23852	CcContig_133410	24316	25516	-	Terpenoid Biosynthesis	7748.1protein EXPRESSION OF TERPENOIDS 1 isoform X1 [Daucus carota subsp. sativus]	GO:0003677, GO:0003700, GO:0005634, GO:0045893	-
2112	CcGene_23903	CcContig_133508	64265	69316	-	Secondary Metabolite	9814.1cytochrome P450 724B1 [Daucus carota subsp. sativus]	GO:0004497, GO:0005506, GO:0016125, GO:0016705, GO:0020037	-
2113	CcGene_24009	CcContig_007624	6964	9591	+	Secondary Metabolite	KAL1820022.1hypothetical protein ACET3Z_014891 [Daucus carota]	GO:0004497, GO:0005506, GO:0016125, GO:0016705, GO:0020037	-
2114	CcGene_24036	CcContig_104457	17563	18089	-	Secondary Metabolite	Cytochrome P450 superfamily;Cytochrome P450 superfamily;Cytochrome P450 superfamily;Cytochrome P450 superfamily;Cytochrome P450 superfamily		-
2115	CcGene_24090	CcContig_058653	88333	94862	-	Secondary Metabolite	7467.1EP1-like glycoprotein 4 [Apium graveolens]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2116	CcGene_24314	CcContig_130881	3159	4813	+	Secondary Metabolite	KAL1815925.1hypothetical protein ACET3Z_018499 [Daucus carota]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2117	CcGene_24369	CcContig_097727	52460	57503	+	Flavonoids & Phenylpropanoids	KAL1823617.1hypothetical protein ACET3Z_010395 [Daucus carota]	GO:0016746, GO:0043531, GO:0098542	-
2118	CcGene_24492	CcContig_056128	8456	10276	-	Flavonoids & Phenylpropanoids	KAK1395033.1Phenylcoumaran benzylic ether reductase [Heracleum sosnowskyi]	GO:0016491	-
2119	CcGene_24673	CcContig_045746	2636	7394	+	Secondary Metabolite	WOG82142.1hypothetical protein DCAR_0101304 [Daucus carota subsp. sativus]	GO:0004765, GO:0005829, GO:0009507	-
2120	CcGene_24730	CcContig_005174	6078	9511	-	Terpenoid Biosynthesis	synthase	GO:0001101, GO:0003674, GO:0003824, GO:0005575, GO:0005622, GO:0005623, GO:0005737, GO:0005829, GO:0006629, GO:0006714, GO:0006720, GO:0006721, GO:0006950, GO:0008150, GO:0008152, GO:0008299, GO:0008610, GO:0009058, GO:0009507, GO:0009532, GO:0009536, GO:0009570, GO:0009605, GO:0009607, GO:0009611, GO:0009625, GO:0009719, GO:0009725, GO:0009753, GO:0009975, GO:0009987, GO:0010033, GO:0010333, GO:0010334, GO:0016098, GO:0016099, GO:0016106, GO:0016114, GO:0016829, GO:0016835, GO:0016838, GO:0034002, GO:0034768, GO:0042214, GO:0042221, GO:0043207, GO:0043226, GO:0043227, GO:0043229, GO:0043231, GO:0043692, GO:0043693, GO:0044237, GO:0044238, GO:0044249, GO:0044255, GO:0044422, GO:0044424, GO:0044434, GO:0044435, GO:0044444, GO:0044446, GO:0044464, GO:0046246, GO:0050550, GO:0050551, GO:0050552, GO:0050896, GO:0051704, GO:0051707, GO:0051761, GO:0051762, GO:0052578, GO:0071704, GO:0080015, GO:0080027, GO:1901576, GO:1901700	ko00900,ko00902,ko01100,ko01110,map00900,map00902,map01100,map01110
2121	CcGene_24808	CcContig_095439	30227	32771	+	Secondary Metabolite	KAL1807025.1hypothetical protein ACET3Z_030093 [Daucus carota]	GO:0003333, GO:0015171, GO:0016020	-
2122	CcGene_24842	CcContig_036119	300	2564	-	Secondary Metabolite	5816.1cytochrome P450 714C2 [Daucus carota subsp. sativus]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2123	CcGene_24875	CcContig_116489	26628	27554	+	Secondary Metabolite	KAL1806814.1hypothetical protein ACET3Z_029882 [Daucus carota]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2124	CcGene_24893	CcContig_053007	22911	32092	+	Secondary Metabolite	1818.2AUGMIN subunit 6 [Daucus carota subsp. sativus]	GO:0008017, GO:0051225, GO:0070652, GO:1990498	-
2125	CcGene_24936	CcContig_027044	14986	26764	-	Secondary Metabolite	7514.1uncharacterized protein LOC108203250 [Daucus carota subsp. sativus]	GO:0000398, GO:0003729, GO:0004386, GO:0071013	-
2126	CcGene_25034	CcContig_001241	8125	13004	-	Secondary Metabolite	0749.1glutamyl-tRNA(Gln) amidotransferase subunit B, chloroplastic/mitochondrial isoform X2 [Daucus carota subsp. sativus]	GO:0032543, GO:0050567, GO:0070681	-
2127	CcGene_25063	CcContig_132139	15065	16553	+	Flavonoids & Phenylpropanoids	4759.1chorismate mutase 2 [Daucus carota subsp. sativus]	GO:0004106, GO:0005737, GO:0009073, GO:0046417	-
2128	CcGene_25076	CcContig_048277	13265	14948	+	Secondary Metabolite	2654.1cytochrome P450 71A9 [Daucus carota subsp. sativus]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2129	CcGene_25167	CcContig_142657	3071	4100	-	Secondary Metabolite	9051.1psoralen synthase-like [Daucus carota subsp. sativus]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2130	CcGene_25232	CcContig_005135	16614	18481	-	Secondary Metabolite	Methyltransferase-like protein	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2131	CcGene_25249	CcContig_099987	25704	27057	-	Secondary Metabolite	3871.1pathogen-related protein [Daucus carota subsp. sativus]		-
2132	CcGene_25263	CcContig_133873	27177	63210	-	Secondary Metabolite	KAL1805353.1hypothetical protein ACET3Z_028421 [Daucus carota]	GO:0005524, GO:0005634, GO:0016887, GO:0140658	-
2133	CcGene_25355	CcContig_144304	54082	60559	+	Secondary Metabolite	WOH03447.1hypothetical protein DCAR_0622845 [Daucus carota subsp. sativus]	GO:0046872	-
2134	CcGene_25373	CcContig_135126	5538	8047	+	Terpenoid Biosynthesis	2675.1valerianol synthase TPS8-like [Daucus carota subsp. sativus]	GO:0000287, GO:0010333, GO:0016102	-
2135	CcGene_25382	CcContig_120944	4747	6384	-	Secondary Metabolite	4143.1geraniol 8-hydroxylase [Daucus carota subsp. sativus]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2136	CcGene_25401	CcContig_050603	24661	32128	+	Secondary Metabolite	A-kinase anchor protein	GO:0005524, GO:0005634, GO:0005829, GO:0016887, GO:0030970, GO:0031593, GO:0034098, GO:0051228, GO:0097352	-
2137	CcGene_25425	CcContig_144980	82303	90674	+	Secondary Metabolite	KAL1817974.1hypothetical protein ACET3Z_020548 [Daucus carota]		-
2138	CcGene_25439	CcContig_143005	21492	25283	-	Secondary Metabolite	5086.1YTH domain-containing protein ECT4 [Apium graveolens]	GO:0003729, GO:0005737, GO:0061157	-
2139	CcGene_25473	CcContig_048479	14965	21221	+	Secondary Metabolite	8065.1coatomer subunit gamma-2 [Apium graveolens]	GO:0000139, GO:0005198, GO:0005783, GO:0005793, GO:0006886, GO:0006888, GO:0006891, GO:0009306, GO:0030126	-
2140	CcGene_25538	CcContig_107701	14016	17782	+	Terpenoid Biosynthesis	8315.1uncharacterized protein LOC108219343 isoform X3 [Daucus carota subsp. sativus]		-
2141	CcGene_25570	CcContig_018272	10093	15768	+	Lipid & Polyketide Metabolism	WOG91431.1hypothetical protein DCAR_0310680 [Daucus carota subsp. sativus]	GO:0003960, GO:0005829, GO:0035925, GO:0070402	-
2142	CcGene_25585	CcContig_102193	107800	109526	-	Secondary Metabolite	8498.1plant UBX domain-containing protein 10 [Daucus carota subsp. sativus]	GO:0005783, GO:0043130	-
2143	CcGene_25603	CcContig_127509	1084	2686	-	Secondary Metabolite	AKJ23351.1CYP71AJ14 [Elaeoselinum garganicum]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2144	CcGene_25643	CcContig_027446	141	1198	-	Terpenoid Biosynthesis	KAK1375139.1heat shock 70 kDa protein 16 [Heracleum sosnowskyi]	GO:0005634, GO:0005829, GO:0006457	-
2145	CcGene_25705	CcContig_137633	44066	47797	+	Flavonoids & Phenylpropanoids	7232.1fatty-acid-binding protein 2 [Daucus carota subsp. sativus]	GO:0005504, GO:0009570, GO:0016872	-
2146	CcGene_25726	CcContig_125389	2220	2414	-	Secondary Metabolite	Cytochrome P450 superfamily		-
2147	CcGene_25745	CcContig_111647	16926	19482	-	Terpenoid Biosynthesis	5660.1(+)-alpha-terpineol synthase [Daucus carota subsp. sativus]	GO:0000287, GO:0010333, GO:0016102	-
2148	CcGene_25784	CcContig_059548	24588	25884	+	Secondary Metabolite	KAK1397612.1GATA transcription factor 9 [Heracleum sosnowskyi]	GO:0005634, GO:0006355, GO:0008270, GO:0030154, GO:0043565	-
2149	CcGene_25795	CcContig_133255	24153	28963	-	Lipid & Polyketide Metabolism	Shikimate kinase, chloroplastic	GO:0000287, GO:0003674, GO:0003824, GO:0004765, GO:0005488, GO:0005575, GO:0005622, GO:0005623, GO:0005737, GO:0006082, GO:0006520, GO:0006725, GO:0006793, GO:0006796, GO:0006807, GO:0008150, GO:0008152, GO:0008652, GO:0009058, GO:0009072, GO:0009073, GO:0009507, GO:0009536, GO:0009987, GO:0016053, GO:0016301, GO:0016310, GO:0016740, GO:0016772, GO:0016773, GO:0019438, GO:0019632, GO:0019752, GO:0032787, GO:0043167, GO:0043169, GO:0043226, GO:0043227, GO:0043229, GO:0043231, GO:0043436, GO:0044237, GO:0044238, GO:0044249, GO:0044281, GO:0044283, GO:0044424, GO:0044444, GO:0044464, GO:0046394, GO:0046872, GO:0071704, GO:1901360, GO:1901362, GO:1901564, GO:1901566, GO:1901576, GO:1901615	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230
2150	CcGene_25796	CcContig_131730	24391	26288	-	Secondary Metabolite	KAL1808638.1hypothetical protein ACET3Z_025628 [Daucus carota]	GO:0004497, GO:0005506, GO:0016125, GO:0016705, GO:0020037	-
2151	CcGene_25839	CcContig_010882	13820	18103	-	Secondary Metabolite	KAL1825350.1hypothetical protein ACET3Z_012128 [Daucus carota]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2152	CcGene_25939	CcContig_131360	82824	83684	+	Lipid & Polyketide Metabolism	6219.1abscisic acid receptor PYL8 [Daucus carota subsp. sativus]	GO:0004864, GO:0005634, GO:0005737, GO:0009738, GO:0010427, GO:0038023	-
2153	CcGene_26012	CcContig_100871	3880	5219	-	Secondary Metabolite	Cytochrome P450 superfamily;Cytochrome P450 superfamily;Cytochrome P450 superfamily		-
2154	CcGene_26026	CcContig_124396	190438	191160	-	Terpenoid Biosynthesis	KAL1805553.1hypothetical protein ACET3Z_028621 [Daucus carota]	GO:0010333	-
2155	CcGene_26029	CcContig_124396	187965	189999	-	Terpenoid Biosynthesis	KAL1805553.1hypothetical protein ACET3Z_028621 [Daucus carota]	GO:0000287, GO:0010333	-
2156	CcGene_26107	CcContig_106007	56431	59560	+	Secondary Metabolite	4723.1probable inactive shikimate kinase like 2, chloroplastic [Daucus carota subsp. sativus]	GO:0005829	-
2157	CcGene_26142	CcContig_094974	9060	9850	-	Secondary Metabolite	KAL1817845.1hypothetical protein ACET3Z_020419 [Daucus carota]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2158	CcGene_26152	CcContig_048444	16421	18967	+	Secondary Metabolite	Cytochrome P450 superfamily;Cytochrome P450 superfamily;Cytochrome P450 superfamily;Cytochrome P450 superfamily;Cytochrome P450 superfamily		-
2159	CcGene_26226	CcContig_082467	2956	5781	-	Secondary Metabolite	7904.1cytokinin hydroxylase [Daucus carota subsp. sativus]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2160	CcGene_26293	CcContig_136052	44810	45788	+	Secondary Metabolite	8702.1cytochrome P450 98A2-like [Apium graveolens]	GO:0004497, GO:0005506, GO:0009805, GO:0016020, GO:0016705, GO:0020037	-
2161	CcGene_26362	CcContig_135660	20966	25642	-	Secondary Metabolite	KAF5752812.160S ribosomal protein L11 [Tripterygium wilfordii]	GO:0003723, GO:0003735, GO:0006412, GO:0008270, GO:0022625	-
2162	CcGene_26371	CcContig_004613	21883	24546	+	Terpenoid Biosynthesis	KAK1393329.1myrcene synthase, chloroplastic-like [Heracleum sosnowskyi]	GO:0000287, GO:0010333, GO:0016102	-
2163	CcGene_26383	CcContig_092686	11289	17406	+	Terpenoid Biosynthesis	KAK1363904.1Valerianol synthase TPS8 [Heracleum sosnowskyi]	GO:0000287, GO:0010333, GO:0016102	-
2164	CcGene_26404	CcContig_003933	1024	2520	+	Secondary Metabolite	8145.1cytochrome P450 CYP72A219-like isoform X2 [Apium graveolens]	GO:0004497, GO:0005506, GO:0009805, GO:0016020, GO:0016705, GO:0020037	-
2165	CcGene_26414	CcContig_050518	3645	5827	-	Secondary Metabolite	KAK1353946.1Basic-leucine zipper transcription factor family protein [Heracleum sosnowskyi]	GO:0003700, GO:0006355	-
2166	CcGene_26451	CcContig_119449	6793	9363	-	Secondary Metabolite	1495.1large ribosomal subunit protein uL5c [Daucus carota subsp. sativus]	GO:0003723, GO:0003735, GO:0005840, GO:0006412	-
2167	CcGene_26504	CcContig_120637	19989	21663	+	Secondary Metabolite	KAK1403763.1Cytochrome P450, family 78, subfamily A, polypeptide 7 [Heracleum sosnowskyi]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2168	CcGene_26522	CcContig_144094	50552	51835	-	Secondary Metabolite	1268.1uncharacterized protein LOC108221922 isoform X2 [Daucus carota subsp. sativus]		-
2169	CcGene_26533	CcContig_117649	21454	22065	-	Secondary Metabolite	Cytochrome p450		-
2170	CcGene_26573	CcContig_003958	208	566	-	Secondary Metabolite	cytochrome P450		-
2171	CcGene_26666	CcContig_097699	32347	33017	+	Terpenoid Biosynthesis	AZL40027.1sesquiterpene synthase [Thapsia laciniata]	GO:0010333	-
2172	CcGene_26668	CcContig_097699	281	1020	-	Terpenoid Biosynthesis	AZL40027.1sesquiterpene synthase [Thapsia laciniata]	GO:0010333	-
2173	CcGene_26715	CcContig_097819	4130	15284	-	Secondary Metabolite	KAL1808644.1hypothetical protein ACET3Z_025634 [Daucus carota]	GO:0004674, GO:0005524, GO:0005634, GO:0005737, GO:0006897, GO:0007165, GO:0018105	-
2174	CcGene_26755	CcContig_119043	4355	5650	+	Flavonoids & Phenylpropanoids	KAL1817320.1hypothetical protein ACET3Z_019894 [Daucus carota]	GO:0016747, GO:0030639	-
2175	CcGene_26756	CcContig_102536	16246	17876	-	Secondary Metabolite	Serine aminopeptidase, S33	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2176	CcGene_26859	CcContig_076586	19668	21273	-	Secondary Metabolite	AQY76223.1cytochrome P450, partial [Elaeoselinum garganicum]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2177	CcGene_26924	CcContig_109271	17403	26261	+	Lipid & Polyketide Metabolism	0050.1uncharacterized protein LOC135149116 [Daucus carota subsp. sativus]	GO:0004096, GO:0006979, GO:0008610, GO:0020037, GO:0031177	-
2178	CcGene_26977	CcContig_115959	75295	77223	+	Flavonoids & Phenylpropanoids	9159.1flavonoid 3'-monooxygenase CYP75B137 [Daucus carota subsp. sativus]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2179	CcGene_26978	CcContig_115959	72136	74218	+	Secondary Metabolite	KAL1830856.1hypothetical protein ACET3Z_000507 [Daucus carota]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2180	CcGene_26979	CcContig_115959	11515	13446	+	Secondary Metabolite	AQY76220.1cytochrome P450 [Elaeoselinum garganicum]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2181	CcGene_27022	CcContig_118428	661	855	+	Terpenoid Biosynthesis	Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid;Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid		-
2182	CcGene_27076	CcContig_047015	40441	43352	-	Secondary Metabolite	Belongs to the cytochrome P450 family		ko00908,ko01100,ko01110,map00908,map01100,map01110
2183	CcGene_27131	CcContig_033198	4128	7930	+	Terpenoid Biosynthesis	KAL8108330.1hypothetical protein AgCh_024694 [Apium graveolens]	GO:0005811, GO:0016104, GO:0042300	-
2184	CcGene_27226	CcContig_001943	4237	6598	-	Secondary Metabolite	9160.1uncharacterized protein LOC108197708 [Daucus carota subsp. sativus]		-
2185	CcGene_27245	CcContig_106326	409	9551	-	Secondary Metabolite	KAK1372273.1NADPH-dependent diflavin oxidoreductase 1 [Heracleum sosnowskyi]	GO:0005829, GO:0010181, GO:0016491, GO:0050660	-
2186	CcGene_27256	CcContig_009863	50487	53525	-	Secondary Metabolite	KAL8125619.1hypothetical protein AgCh_013046 [Apium graveolens]	GO:0005515, GO:0005739	-
2187	CcGene_27277	CcContig_127389	269	554	-	Terpenoid Biosynthesis	AZL40027.1sesquiterpene synthase [Thapsia laciniata]	GO:0010333	-
2188	CcGene_27337	CcContig_014960	4934	6616	-	Secondary Metabolite	KAL8097088.1hypothetical protein AgCh_030259 [Apium graveolens]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2189	CcGene_27356	CcContig_046870	38544	40797	-	Secondary Metabolite	4270.1abscisic acid 8'-hydroxylase 3 [Daucus carota subsp. sativus]	GO:0004497, GO:0005506, GO:0007275, GO:0010268, GO:0016125, GO:0016132, GO:0016705, GO:0020037	-
2190	CcGene_27393	CcContig_060343	21532	32224	-	Secondary Metabolite	KAL1805578.1hypothetical protein ACET3Z_028646 [Daucus carota]	GO:0008420	-
2191	CcGene_27542	CcContig_010169	1038	2209	+	Terpenoid Biosynthesis	Belongs to the terpene synthase family	GO:0006082, GO:0006629, GO:0006720, GO:0006721, GO:0008150, GO:0008152, GO:0009685, GO:0009987, GO:0010817, GO:0016101, GO:0019752, GO:0042445, GO:0043436, GO:0044237, GO:0044238, GO:0044255, GO:0044281, GO:0065007, GO:0065008, GO:0071704	ko00904,ko01100,ko01110,map00904,map01100,map01110
2192	CcGene_27578	CcContig_033804	1730	2443	+	Terpenoid Biosynthesis	Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid;Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid		-
2193	CcGene_27587	CcContig_007581	75839	77476	+	Secondary Metabolite	5621.1geraniol 8-hydroxylase [Daucus carota subsp. sativus]	GO:0004497, GO:0005506, GO:0016705, GO:0020037	-
2194	CcGene_27590	CcContig_141063	18200	19866	-	Lipid & Polyketide Metabolism	Abscisic acid receptor	GO:0015211, GO:0016020, GO:0001101, GO:0003674, GO:0004857, GO:0004864, GO:0005488, GO:0005515, GO:0005575, GO:0005622, GO:0005623, GO:0005634, GO:0005737, GO:0005829, GO:0006950, GO:0006970, GO:0007154, GO:0007165, GO:0007275, GO:0008150, GO:0008289, GO:0009266, GO:0009409, GO:0009414, GO:0009415, GO:0009628, GO:0009651, GO:0009719, GO:0009725, GO:0009737, GO:0009738, GO:0009755, GO:0009791, GO:0009845, GO:0009892, GO:0009987, GO:0010033, GO:0010035, GO:0010427, GO:0010563, GO:0010605, GO:0010921, GO:0010923, GO:0019208, GO:0019212, GO:0019220, GO:0019222, GO:0019840, GO:0019888, GO:0023052, GO:0030234, GO:0031323, GO:0031324, GO:0031399, GO:0031400, GO:0031406, GO:0032268, GO:0032269, GO:0032501, GO:0032502, GO:0032515, GO:0032870, GO:0033293, GO:0033993, GO:0035303, GO:0035304, GO:0035305, GO:0035308, GO:0036094, GO:0038023, GO:0042221, GO:0042562, GO:0042802, GO:0042803, GO:0043086, GO:0043167, GO:0043168, GO:0043177, GO:0043178, GO:0043226, GO:0043227, GO:0043229, GO:0043231, GO:0043666, GO:0044092, GO:0044424, GO:0044444, GO:0044464, GO:0045936, GO:0046983, GO:0048519, GO:0048523, GO:0048856, GO:0050789, GO:0050790, GO:0050794, GO:0050896, GO:0051171, GO:0051172, GO:0051174, GO:0051246, GO:0051248, GO:0051336, GO:0051346, GO:0051716, GO:0060089, GO:0060255, GO:0065007, GO:0065009, GO:0070887, GO:0071215, GO:0071229, GO:0071310, GO:0071396, GO:0071495, GO:0080090, GO:0090351, GO:0097305, GO:0097306, GO:0098772, GO:1901700, GO:1901701, GO:1905183	ko04016,ko04075,map04016,map04075
